Nodo1,Nodo2,Datos
150,712,{'latencia': 46.36739592113087}
150,563,{'latencia': 55.52796272595137}
150,332,{'latencia': 69.76200256304955}
150,1023,{'latencia': 48.03815881283964}
150,403,{'latencia': 80.24698064785058}
150,428,{'latencia': 57.03660618856806}
150,1056,{'latencia': 69.71403899563184}
150,333,{'latencia': 49.45246752366469}
150,1435,{'latencia': 34.04235733297117}
150,508,{'latencia': 35.97082992085572}
150,962,{'latencia': 94.0742362316204}
150,1110,{'latencia': 68.78800419573312}
150,730,{'latencia': 66.2774344785098}
150,1141,{'latencia': 83.15879532962455}
150,1231,{'latencia': 31.932464101423133}
150,1487,{'latencia': 92.66589277001444}
150,255,{'latencia': 68.4223622815289}
150,525,{'latencia': 59.684460190400515}
150,1339,{'latencia': 10.68263595671494}
150,843,{'latencia': 63.953398722878156}
150,567,{'latencia': 59.362826965392095}
150,286,{'latencia': 31.325419635109036}
150,623,{'latencia': 98.5448055448009}
150,616,{'latencia': 71.24098352775883}
150,908,{'latencia': 79.64857495710535}
150,320,{'latencia': 88.85388069642852}
150,1045,{'latencia': 87.4200321527802}
150,1351,{'latencia': 52.15298208251509}
150,241,{'latencia': 68.27816376950966}
150,662,{'latencia': 44.49181666469093}
150,916,{'latencia': 14.133020874175768}
150,790,{'latencia': 31.141876162303046}
150,1394,{'latencia': 9.161760622167325}
150,923,{'latencia': 26.5107322430732}
150,312,{'latencia': 48.98075157116142}
150,319,{'latencia': 72.64975887679422}
150,1144,{'latencia': 25.74685412161217}
150,1498,{'latencia': 20.793127149230006}
150,279,{'latencia': 58.315855323574525}
150,1367,{'latencia': 95.46256027680734}
150,1087,{'latencia': 75.78855284343766}
150,587,{'latencia': 8.167310647457898}
150,209,{'latencia': 36.939617360080035}
150,1050,{'latencia': 61.77574521231124}
151,1154,{'latencia': 80.31449874658097}
151,1174,{'latencia': 15.947302234929404}
151,837,{'latencia': 61.739417270705374}
151,444,{'latencia': 69.9493526968778}
151,1043,{'latencia': 31.692044899268737}
151,967,{'latencia': 80.40771220893075}
151,490,{'latencia': 14.466421976670064}
151,458,{'latencia': 12.23026748801243}
151,370,{'latencia': 45.40248480059898}
151,1145,{'latencia': 28.75926779528185}
151,1188,{'latencia': 36.1389999361909}
151,719,{'latencia': 70.08282301427404}
151,1266,{'latencia': 49.35942685656569}
151,1270,{'latencia': 36.18241747781196}
151,167,{'latencia': 31.75545151877479}
151,693,{'latencia': 28.296819933251676}
151,612,{'latencia': 49.93167897944014}
151,519,{'latencia': 52.595622379673664}
151,862,{'latencia': 22.401612102922137}
151,387,{'latencia': 25.09835615331493}
151,1493,{'latencia': 54.5507980165852}
151,697,{'latencia': 90.83346424177458}
151,388,{'latencia': 94.09844672101018}
151,1173,{'latencia': 17.961690658392797}
151,474,{'latencia': 37.11987277309943}
151,1276,{'latencia': 87.50043538226399}
151,890,{'latencia': 45.81576067464597}
151,1413,{'latencia': 54.40801738671132}
151,1346,{'latencia': 64.99382131236632}
151,803,{'latencia': 45.39966289534302}
151,257,{'latencia': 19.163744419752916}
151,750,{'latencia': 33.23581805211053}
151,1260,{'latencia': 23.62908203080607}
151,185,{'latencia': 4.37775209774877}
151,319,{'latencia': 2.30013765793416}
151,485,{'latencia': 71.42000023529796}
151,1479,{'latencia': 38.886721127184025}
151,528,{'latencia': 71.12469359545042}
151,679,{'latencia': 33.418279997084824}
151,953,{'latencia': 36.56225621258927}
151,324,{'latencia': 59.11928283160283}
151,298,{'latencia': 75.33257243012224}
151,241,{'latencia': 96.66731270547166}
151,1404,{'latencia': 35.27772246813777}
151,177,{'latencia': 73.8151394738338}
151,854,{'latencia': 91.93865078717677}
151,1435,{'latencia': 23.75966871002427}
151,1059,{'latencia': 91.84925601721386}
151,276,{'latencia': 41.36375345478359}
151,982,{'latencia': 73.0102580299434}
151,1159,{'latencia': 84.01728721233557}
151,1422,{'latencia': 72.40294105131271}
151,436,{'latencia': 4.259401388680917}
151,709,{'latencia': 11.5756472870409}
151,1464,{'latencia': 8.195728261235612}
151,270,{'latencia': 65.46150507932816}
151,228,{'latencia': 83.10775846205868}
151,453,{'latencia': 3.4918512161941093}
151,274,{'latencia': 68.91969199988138}
151,372,{'latencia': 84.22009903859943}
151,1334,{'latencia': 10.389133033877606}
151,1018,{'latencia': 29.06820349730613}
151,616,{'latencia': 30.83795147134604}
151,1015,{'latencia': 54.37807303616508}
151,1364,{'latencia': 47.57651295080181}
151,660,{'latencia': 10.267232124952196}
151,190,{'latencia': 18.631502063572604}
151,1064,{'latencia': 77.53388500174715}
151,956,{'latencia': 95.2744993841523}
151,587,{'latencia': 87.80667783537092}
151,1494,{'latencia': 46.445474801405965}
151,631,{'latencia': 61.469237227381186}
151,352,{'latencia': 56.32661032642469}
151,1456,{'latencia': 97.48388254703535}
152,1172,{'latencia': 22.330706826456176}
152,289,{'latencia': 44.917763239669064}
152,912,{'latencia': 1.543914041227128}
152,914,{'latencia': 47.68144256992985}
152,472,{'latencia': 39.2005757827571}
152,696,{'latencia': 72.49319845112194}
152,989,{'latencia': 9.602098914024237}
152,175,{'latencia': 83.11829836902768}
152,449,{'latencia': 73.10301095017503}
152,604,{'latencia': 12.306524230393835}
152,1006,{'latencia': 33.22810740543274}
152,979,{'latencia': 77.1161589896286}
152,737,{'latencia': 37.50444331427505}
152,265,{'latencia': 43.85012937330028}
152,1375,{'latencia': 66.7892769265088}
152,400,{'latencia': 98.3496525370662}
152,344,{'latencia': 13.07390148730674}
152,1010,{'latencia': 85.46783972471844}
152,1482,{'latencia': 7.567581877800306}
152,155,{'latencia': 46.77112986581205}
152,888,{'latencia': 74.77573232964718}
152,986,{'latencia': 50.59463400543616}
152,1337,{'latencia': 91.78135443630438}
152,1188,{'latencia': 71.95280739972766}
152,975,{'latencia': 43.5514451955467}
152,1210,{'latencia': 34.01451212874}
152,421,{'latencia': 64.15789809125977}
152,793,{'latencia': 79.30396770854185}
152,1065,{'latencia': 16.24028859042855}
152,680,{'latencia': 47.67666844072793}
152,1468,{'latencia': 57.507259049407374}
152,1081,{'latencia': 73.98201985664446}
152,332,{'latencia': 20.28718012307292}
152,694,{'latencia': 56.78675087975944}
152,663,{'latencia': 34.73314413536769}
152,178,{'latencia': 1.8099878604264514}
152,716,{'latencia': 75.92017965946002}
152,1441,{'latencia': 8.932198193881641}
152,312,{'latencia': 20.516168299686004}
152,348,{'latencia': 17.837941863811018}
152,287,{'latencia': 80.11977404807567}
152,1447,{'latencia': 44.86760360434801}
152,1083,{'latencia': 61.545692243472544}
152,864,{'latencia': 44.08116463735852}
152,1004,{'latencia': 60.23879738136295}
152,1013,{'latencia': 25.904098380374467}
152,1417,{'latencia': 70.84282611553687}
152,364,{'latencia': 86.12192553225798}
152,1321,{'latencia': 67.31535420838154}
152,1213,{'latencia': 88.81688113180645}
152,1336,{'latencia': 22.325847975197057}
152,1388,{'latencia': 65.25731241811111}
152,1478,{'latencia': 32.356145165507016}
152,489,{'latencia': 3.5015327268619534}
152,673,{'latencia': 5.608710391397319}
152,592,{'latencia': 97.28448931146681}
152,1226,{'latencia': 38.225098143455455}
152,335,{'latencia': 46.629272508169436}
152,1309,{'latencia': 89.11820037590245}
153,710,{'latencia': 31.384503711266568}
153,386,{'latencia': 81.25278342899223}
153,801,{'latencia': 85.27061674704585}
153,966,{'latencia': 24.71638378129652}
153,1171,{'latencia': 96.77282085829656}
153,687,{'latencia': 29.332983299351245}
153,1313,{'latencia': 27.30638452788063}
153,157,{'latencia': 60.030639994461595}
153,308,{'latencia': 50.620689674169135}
153,439,{'latencia': 48.90515099724823}
153,1114,{'latencia': 43.31790252585657}
153,742,{'latencia': 73.49342201338439}
153,1119,{'latencia': 25.095559552921458}
153,1417,{'latencia': 97.82003126879731}
153,1405,{'latencia': 82.11612210831767}
153,1019,{'latencia': 74.19691369482477}
153,1343,{'latencia': 88.21794302543577}
153,171,{'latencia': 40.27226815746482}
153,462,{'latencia': 6.2272561091695575}
153,823,{'latencia': 29.245284920572182}
153,775,{'latencia': 52.016888558384636}
153,1425,{'latencia': 81.9837140092093}
153,953,{'latencia': 11.37354071010755}
153,833,{'latencia': 1.5402754696721703}
153,658,{'latencia': 41.48336918179187}
153,1000,{'latencia': 79.6761058701556}
153,766,{'latencia': 27.678300554833775}
153,479,{'latencia': 82.03121939411092}
153,1332,{'latencia': 24.681450908398613}
153,680,{'latencia': 52.63714235214318}
153,824,{'latencia': 86.09274185946727}
153,414,{'latencia': 11.88301666572054}
153,949,{'latencia': 10.70574965480194}
153,1421,{'latencia': 25.19377926446348}
153,187,{'latencia': 51.18884128725422}
153,1079,{'latencia': 23.15995210232547}
153,965,{'latencia': 68.13431983992845}
153,1109,{'latencia': 63.63554668375271}
153,948,{'latencia': 15.090678472171362}
153,1443,{'latencia': 86.9287060374283}
153,756,{'latencia': 6.430584332778393}
153,1161,{'latencia': 55.62921272606316}
153,971,{'latencia': 58.54724163436876}
153,933,{'latencia': 60.42108138893021}
153,390,{'latencia': 97.88587702762274}
153,363,{'latencia': 53.52155502932831}
153,193,{'latencia': 85.95776749833819}
153,1020,{'latencia': 13.73964369813871}
153,912,{'latencia': 52.14023144887937}
153,1249,{'latencia': 30.159701791489564}
153,807,{'latencia': 92.10164917325928}
153,265,{'latencia': 53.04085194020831}
153,231,{'latencia': 75.78288901959432}
153,1436,{'latencia': 60.28769052942302}
153,944,{'latencia': 81.75195813879407}
153,602,{'latencia': 1.7764900855005277}
153,1447,{'latencia': 94.57910325958137}
153,628,{'latencia': 3.323041440306556}
153,167,{'latencia': 31.94340787577645}
153,810,{'latencia': 22.97441370852887}
153,1325,{'latencia': 64.92093502470817}
153,736,{'latencia': 97.69638300685045}
153,1345,{'latencia': 84.95494956941431}
153,829,{'latencia': 88.75578070878147}
153,1366,{'latencia': 51.66707451769575}
153,545,{'latencia': 70.01855679169672}
153,744,{'latencia': 58.561476969410535}
154,752,{'latencia': 32.71724864900902}
154,796,{'latencia': 52.18752877204363}
154,749,{'latencia': 51.88041976684948}
154,636,{'latencia': 33.32494465460557}
154,1459,{'latencia': 79.14021319819891}
154,1468,{'latencia': 40.443736618939575}
154,1295,{'latencia': 46.38357232473979}
154,1157,{'latencia': 79.28510982492864}
154,551,{'latencia': 97.20962506379969}
154,1481,{'latencia': 13.430303483426943}
154,303,{'latencia': 63.35750343071058}
154,670,{'latencia': 86.30529132029356}
154,1445,{'latencia': 80.5487134130763}
154,270,{'latencia': 35.787135036168024}
154,1123,{'latencia': 28.262935642274243}
154,685,{'latencia': 55.81218066684425}
154,604,{'latencia': 33.987577166065684}
154,239,{'latencia': 82.21147916877662}
154,910,{'latencia': 66.97856518566856}
154,590,{'latencia': 95.33696771900779}
154,1180,{'latencia': 16.49562408809387}
154,1167,{'latencia': 15.603218377216907}
154,621,{'latencia': 84.19957290528076}
154,1144,{'latencia': 8.240090369710959}
154,273,{'latencia': 5.470362925655675}
154,1166,{'latencia': 64.3971604266247}
154,1313,{'latencia': 92.39470645730741}
154,1037,{'latencia': 89.55872842975539}
154,383,{'latencia': 51.19271562332465}
154,579,{'latencia': 68.88230710002664}
154,294,{'latencia': 57.95294232529227}
154,1028,{'latencia': 4.25247918169121}
154,925,{'latencia': 47.30131411503545}
154,660,{'latencia': 53.57232113575194}
154,572,{'latencia': 81.64853132685934}
154,821,{'latencia': 14.746656906201677}
154,789,{'latencia': 68.76933377086736}
154,697,{'latencia': 58.61697979578199}
154,1408,{'latencia': 59.5383117554022}
154,811,{'latencia': 79.98132209804122}
154,341,{'latencia': 80.4479032882208}
154,1138,{'latencia': 1.8127037996562811}
154,694,{'latencia': 90.9326269743424}
154,1011,{'latencia': 42.2943954607051}
154,1377,{'latencia': 99.25882798478048}
154,1347,{'latencia': 12.065653528331316}
154,744,{'latencia': 68.36233893822127}
154,874,{'latencia': 33.89319713832351}
154,979,{'latencia': 35.03795884092046}
154,1411,{'latencia': 67.9294402757212}
154,1359,{'latencia': 25.803662882736276}
154,834,{'latencia': 92.35802746016003}
154,1464,{'latencia': 43.419223628499395}
154,431,{'latencia': 50.42697762546672}
154,692,{'latencia': 45.460109565623696}
154,430,{'latencia': 70.00532625015317}
154,684,{'latencia': 91.05897876108904}
155,625,{'latencia': 14.946812547875725}
155,1424,{'latencia': 75.57200706430191}
155,834,{'latencia': 3.5895215323651937}
155,1032,{'latencia': 53.65627920755504}
155,482,{'latencia': 65.86730883883072}
155,981,{'latencia': 35.015706818901805}
155,219,{'latencia': 28.71611623556036}
155,437,{'latencia': 3.0153523709716317}
155,816,{'latencia': 32.54550045528106}
155,466,{'latencia': 55.094390983990074}
155,1341,{'latencia': 28.68076091636884}
155,475,{'latencia': 99.10567979060285}
155,791,{'latencia': 83.23206558535428}
155,922,{'latencia': 78.9691397262521}
155,400,{'latencia': 51.849602391705695}
155,641,{'latencia': 45.417692031394104}
155,751,{'latencia': 47.87619769071324}
155,610,{'latencia': 87.27288540020425}
155,1346,{'latencia': 60.34744053238404}
155,364,{'latencia': 26.692320726823592}
155,1310,{'latencia': 60.81030702398745}
155,963,{'latencia': 40.133033457916156}
155,487,{'latencia': 28.045717777235435}
155,702,{'latencia': 43.95947611996525}
155,969,{'latencia': 50.99834740159776}
155,174,{'latencia': 42.50797578722832}
155,1365,{'latencia': 8.538799818047533}
155,1223,{'latencia': 47.091271445457316}
155,214,{'latencia': 50.90001611689792}
155,988,{'latencia': 8.828004596553079}
155,489,{'latencia': 14.033727526323696}
155,167,{'latencia': 74.15558998620018}
155,1116,{'latencia': 76.72377066519009}
155,957,{'latencia': 49.30259914440105}
155,365,{'latencia': 7.4715068824819255}
155,472,{'latencia': 44.93825556141136}
155,1006,{'latencia': 64.63127111734663}
155,1198,{'latencia': 33.767855388348}
155,284,{'latencia': 75.77473577094258}
155,990,{'latencia': 69.99258046252024}
155,1421,{'latencia': 93.42688283707781}
155,993,{'latencia': 30.55519768382593}
155,1275,{'latencia': 33.24033555555791}
155,507,{'latencia': 33.530084968909335}
155,1031,{'latencia': 34.25830250710525}
155,914,{'latencia': 69.87793247036205}
155,1265,{'latencia': 50.86965010032883}
155,230,{'latencia': 92.29000635963364}
155,431,{'latencia': 88.95018990077588}
155,1279,{'latencia': 21.972389675137613}
155,416,{'latencia': 77.12103239358245}
155,1149,{'latencia': 1.0613009978033878}
155,1311,{'latencia': 2.0342677902091437}
155,720,{'latencia': 73.29405534916431}
155,223,{'latencia': 8.365604676175305}
155,941,{'latencia': 70.3419299477187}
155,1122,{'latencia': 6.955487528742926}
155,232,{'latencia': 62.82239849059294}
155,740,{'latencia': 57.149294259947396}
155,867,{'latencia': 76.89416882352045}
155,1233,{'latencia': 89.63333003492319}
155,1458,{'latencia': 37.28558539658737}
155,363,{'latencia': 66.45846998592421}
155,273,{'latencia': 39.42457775915072}
155,1267,{'latencia': 70.84924481726858}
155,518,{'latencia': 10.409742547284587}
155,1323,{'latencia': 3.351883110234446}
155,162,{'latencia': 71.60626722315061}
155,1478,{'latencia': 52.558265556299624}
155,1164,{'latencia': 34.123308583179316}
155,413,{'latencia': 58.62334032756676}
155,846,{'latencia': 94.5827942466917}
155,526,{'latencia': 74.7450626239182}
155,269,{'latencia': 71.20694501121196}
155,760,{'latencia': 85.78552897909081}
155,609,{'latencia': 67.12735269761698}
155,379,{'latencia': 1.4404003742776874}
155,774,{'latencia': 43.27602726476968}
156,701,{'latencia': 1.379880602094158}
156,1281,{'latencia': 19.6995268837018}
156,232,{'latencia': 94.55845697953953}
156,975,{'latencia': 20.61066662827918}
156,926,{'latencia': 91.57315438119872}
156,1372,{'latencia': 51.14040165280905}
156,973,{'latencia': 57.58706862050415}
156,1144,{'latencia': 1.9693807277735411}
156,408,{'latencia': 60.639363029998805}
156,743,{'latencia': 20.034219531428242}
156,1473,{'latencia': 13.099051409253008}
156,519,{'latencia': 53.59700095564454}
156,1364,{'latencia': 25.69210690313653}
156,1499,{'latencia': 52.15467754163939}
156,1058,{'latencia': 76.95264020504169}
156,797,{'latencia': 67.71945579769516}
156,938,{'latencia': 70.34122070128285}
156,766,{'latencia': 76.13346076903834}
156,1259,{'latencia': 37.635791493586794}
156,1162,{'latencia': 77.87810056908917}
156,728,{'latencia': 47.44243005474225}
156,257,{'latencia': 86.15449578855097}
156,1031,{'latencia': 37.4496790476227}
156,923,{'latencia': 54.767626411332344}
156,656,{'latencia': 81.91998054718664}
156,896,{'latencia': 5.469281500724046}
156,1422,{'latencia': 30.852070349063236}
156,1388,{'latencia': 36.690852946775465}
156,581,{'latencia': 3.0394142724281066}
156,549,{'latencia': 23.763991298899672}
156,924,{'latencia': 80.98452961129469}
156,341,{'latencia': 67.69405863060041}
156,795,{'latencia': 83.88463788336776}
156,1308,{'latencia': 60.21012278159063}
156,1341,{'latencia': 45.62352243769893}
156,680,{'latencia': 58.55520174331962}
156,169,{'latencia': 29.3521417819034}
156,252,{'latencia': 21.670429220066055}
156,731,{'latencia': 15.275780921757244}
156,1003,{'latencia': 9.270591741714771}
156,1489,{'latencia': 88.51744547234321}
156,1362,{'latencia': 51.174432126166764}
156,548,{'latencia': 73.4423105047783}
156,1298,{'latencia': 29.009586734761292}
156,768,{'latencia': 98.82364484995587}
156,1411,{'latencia': 56.947585600729205}
156,285,{'latencia': 9.350121993740634}
156,862,{'latencia': 49.66323122365124}
156,1191,{'latencia': 85.64903402853395}
156,529,{'latencia': 91.71408501965823}
156,340,{'latencia': 42.40409300703051}
156,567,{'latencia': 32.256161725429095}
156,482,{'latencia': 88.76542058156005}
156,1447,{'latencia': 96.29507635610999}
157,1122,{'latencia': 2.7425519449517894}
157,1131,{'latencia': 31.61157269080692}
157,1114,{'latencia': 57.12370883035569}
157,1077,{'latencia': 4.736067823581303}
157,361,{'latencia': 53.996047174580944}
157,572,{'latencia': 28.608264781869217}
157,923,{'latencia': 34.62973630204133}
157,299,{'latencia': 77.75826638340952}
157,534,{'latencia': 44.124898815507315}
157,1029,{'latencia': 24.942316338724392}
157,838,{'latencia': 61.295556746737596}
157,832,{'latencia': 20.876328012699723}
157,1307,{'latencia': 5.873205351204238}
157,736,{'latencia': 16.756848171667244}
157,1364,{'latencia': 30.939250752082582}
157,478,{'latencia': 42.354391496408965}
157,979,{'latencia': 32.77947292769768}
157,367,{'latencia': 93.9371258344617}
157,413,{'latencia': 24.92398242226479}
157,507,{'latencia': 2.327322937173518}
157,1066,{'latencia': 59.920126997878604}
157,1168,{'latencia': 25.379661636314815}
157,1401,{'latencia': 81.36828583370622}
157,962,{'latencia': 18.733498091418674}
157,1481,{'latencia': 40.376128504981864}
157,1421,{'latencia': 77.93527985420177}
157,1033,{'latencia': 72.16121509547696}
157,1483,{'latencia': 19.09319474497967}
157,1314,{'latencia': 2.981911417197121}
157,623,{'latencia': 11.560360162660885}
157,1402,{'latencia': 39.22555297727817}
157,1446,{'latencia': 56.3874551436545}
157,513,{'latencia': 27.403858869357116}
157,693,{'latencia': 37.114379097330634}
157,387,{'latencia': 29.527227237127548}
157,338,{'latencia': 9.699724070597721}
157,1130,{'latencia': 13.926427921139126}
157,972,{'latencia': 52.48768193059134}
157,1352,{'latencia': 28.26475479695954}
157,318,{'latencia': 93.59012785481747}
157,1109,{'latencia': 75.90541038387983}
157,462,{'latencia': 21.23176165528565}
157,786,{'latencia': 94.32128763744197}
157,1125,{'latencia': 72.81504097202807}
157,598,{'latencia': 28.163199835809184}
157,535,{'latencia': 61.64914968941605}
157,1408,{'latencia': 68.12119008224354}
157,1100,{'latencia': 8.792597002043383}
157,537,{'latencia': 98.61532958512785}
157,457,{'latencia': 66.13354410431427}
157,1474,{'latencia': 44.25272744697736}
157,373,{'latencia': 74.47063653502978}
157,854,{'latencia': 7.555922870482485}
157,1038,{'latencia': 21.842527303523326}
157,481,{'latencia': 16.986692394500306}
157,216,{'latencia': 93.48009273710169}
157,833,{'latencia': 46.67461657832066}
157,1103,{'latencia': 62.56635713915346}
157,1064,{'latencia': 17.605704425681104}
157,340,{'latencia': 18.68010216285005}
157,687,{'latencia': 54.20079499175663}
157,1465,{'latencia': 29.961399235679846}
158,1340,{'latencia': 22.118085011548732}
158,310,{'latencia': 83.07206598910892}
158,694,{'latencia': 98.64134748689277}
158,328,{'latencia': 66.31942414725508}
158,276,{'latencia': 57.85210847070155}
158,837,{'latencia': 78.9287324639137}
158,1453,{'latencia': 12.42164755094001}
158,341,{'latencia': 32.39494221481299}
158,1223,{'latencia': 77.00718386803327}
158,1287,{'latencia': 9.420664788852346}
158,1117,{'latencia': 10.609782869031614}
158,1105,{'latencia': 84.66070013481982}
158,1072,{'latencia': 65.47065053519651}
158,961,{'latencia': 39.48208456102183}
158,478,{'latencia': 16.212423869845637}
158,1405,{'latencia': 71.72373896099596}
158,205,{'latencia': 61.932891979120015}
158,497,{'latencia': 52.54897952599621}
158,918,{'latencia': 83.69241008378843}
158,838,{'latencia': 89.59533819851228}
158,1362,{'latencia': 78.1785852802841}
158,627,{'latencia': 45.99220070110347}
158,509,{'latencia': 93.45382136771099}
158,1382,{'latencia': 3.236303911145309}
158,1472,{'latencia': 83.58570262442274}
158,1172,{'latencia': 13.074442156731545}
158,717,{'latencia': 67.53504895849969}
158,613,{'latencia': 18.948447693721715}
158,895,{'latencia': 88.0846701555407}
158,557,{'latencia': 46.072394609960924}
158,537,{'latencia': 82.86717716192295}
158,1109,{'latencia': 17.38545202439247}
158,1079,{'latencia': 96.89847119116304}
158,1181,{'latencia': 71.73150954131464}
158,803,{'latencia': 82.9180164966698}
158,887,{'latencia': 85.67035435950181}
158,672,{'latencia': 98.32564933046832}
158,1410,{'latencia': 32.59434921369744}
158,546,{'latencia': 67.70337308217563}
158,870,{'latencia': 44.36454855640334}
158,808,{'latencia': 67.97753551895673}
158,345,{'latencia': 68.72292865008298}
158,200,{'latencia': 94.8957397762999}
158,388,{'latencia': 69.46654151144122}
158,1372,{'latencia': 18.506384741812468}
158,875,{'latencia': 83.39031040730546}
158,1186,{'latencia': 7.221790827775349}
158,1345,{'latencia': 87.58338083073862}
158,1067,{'latencia': 20.009889306035436}
158,643,{'latencia': 32.39961369313617}
158,371,{'latencia': 9.586879468222232}
158,804,{'latencia': 72.21457908555759}
158,528,{'latencia': 85.11693532365811}
158,776,{'latencia': 6.433386917411797}
158,1417,{'latencia': 12.522510996246313}
158,305,{'latencia': 28.86114652760859}
158,622,{'latencia': 53.94588526751088}
158,849,{'latencia': 19.920363778413225}
158,893,{'latencia': 58.50717146075439}
158,1049,{'latencia': 91.2494312718017}
158,217,{'latencia': 73.39465116884826}
158,684,{'latencia': 18.58853331299772}
158,160,{'latencia': 31.150599098288836}
158,1165,{'latencia': 29.577152091924397}
158,603,{'latencia': 70.29234769502406}
158,630,{'latencia': 8.631653671451025}
158,1271,{'latencia': 18.80803836139383}
159,537,{'latencia': 25.54928509432156}
159,170,{'latencia': 88.28334001927185}
159,676,{'latencia': 13.162708958327599}
159,1348,{'latencia': 29.12201625079277}
159,748,{'latencia': 6.782659425553254}
159,1280,{'latencia': 62.76252456414068}
159,499,{'latencia': 88.42388444115444}
159,1384,{'latencia': 10.99126371073386}
159,932,{'latencia': 40.92545160211578}
159,1012,{'latencia': 16.38956763849584}
159,391,{'latencia': 15.073978507790635}
159,1376,{'latencia': 72.6032905866655}
159,1444,{'latencia': 8.393223584853157}
159,1080,{'latencia': 12.462446282954515}
159,629,{'latencia': 20.054906986367886}
159,1493,{'latencia': 23.145372254818493}
159,775,{'latencia': 26.316605936989202}
159,862,{'latencia': 2.6284242140245277}
159,341,{'latencia': 36.675018794858}
159,1083,{'latencia': 7.730443606419331}
159,708,{'latencia': 19.348759658430914}
159,1358,{'latencia': 90.79626504223572}
159,304,{'latencia': 62.12536668454056}
159,320,{'latencia': 50.2098558729955}
159,892,{'latencia': 31.82509370099496}
159,384,{'latencia': 36.63502595716181}
159,895,{'latencia': 23.890851453558533}
159,1294,{'latencia': 32.19965576558071}
159,1222,{'latencia': 94.14281575933467}
159,285,{'latencia': 31.221029154732914}
159,560,{'latencia': 66.26187556159113}
159,588,{'latencia': 45.88738928518686}
159,825,{'latencia': 62.14017536512305}
159,1183,{'latencia': 35.06599113350079}
159,423,{'latencia': 24.830633999536047}
159,1423,{'latencia': 24.491079932712044}
159,604,{'latencia': 72.67382931314366}
159,620,{'latencia': 22.48083260435986}
159,411,{'latencia': 59.74405072297002}
159,399,{'latencia': 36.14120319258746}
159,983,{'latencia': 94.94585930603618}
159,723,{'latencia': 26.128090592146307}
159,1003,{'latencia': 23.19020573244687}
159,210,{'latencia': 46.63687168752465}
159,529,{'latencia': 50.22390482530643}
159,725,{'latencia': 49.300313511341955}
159,975,{'latencia': 70.87106486856268}
159,864,{'latencia': 5.710736860891297}
159,379,{'latencia': 69.5198892010663}
159,570,{'latencia': 6.260383378649637}
159,311,{'latencia': 12.698277299414954}
159,1137,{'latencia': 75.2720898597437}
159,451,{'latencia': 2.455232601524915}
159,693,{'latencia': 71.87865728662136}
159,303,{'latencia': 6.667775161247801}
159,346,{'latencia': 69.95925414287217}
160,1385,{'latencia': 16.869387676431685}
160,1110,{'latencia': 62.27824102193152}
160,1128,{'latencia': 40.269038527313356}
160,712,{'latencia': 58.03287196905911}
160,1037,{'latencia': 80.46630364162071}
160,1099,{'latencia': 10.618489661858566}
160,492,{'latencia': 2.4663261584963507}
160,508,{'latencia': 57.153609252988915}
160,860,{'latencia': 77.18899104525073}
160,273,{'latencia': 40.14412419402263}
160,1321,{'latencia': 62.017945987731835}
160,1178,{'latencia': 35.91468701609013}
160,1108,{'latencia': 62.53747216284501}
160,693,{'latencia': 32.6972775836838}
160,321,{'latencia': 81.70929530351866}
160,593,{'latencia': 95.01802251940663}
160,1456,{'latencia': 52.59617031069176}
160,1417,{'latencia': 24.875851567751518}
160,810,{'latencia': 84.54802483055809}
160,1146,{'latencia': 33.995367459302116}
160,501,{'latencia': 30.004414110372966}
160,812,{'latencia': 73.70316703621202}
160,1297,{'latencia': 69.68205850053855}
160,953,{'latencia': 21.630802304549984}
160,943,{'latencia': 57.04766912826792}
160,1461,{'latencia': 50.024630223766835}
160,438,{'latencia': 18.131612983308486}
160,1013,{'latencia': 39.0049799306873}
160,389,{'latencia': 42.60423148536066}
160,759,{'latencia': 93.44829930361199}
160,367,{'latencia': 50.03582618973858}
160,1125,{'latencia': 80.78434344924307}
160,853,{'latencia': 90.13821645385437}
160,638,{'latencia': 21.28226216848897}
160,212,{'latencia': 26.844193590068485}
160,1473,{'latencia': 26.307821908654066}
160,789,{'latencia': 31.280244802927175}
160,1386,{'latencia': 49.91018521229168}
160,250,{'latencia': 70.94431128024425}
160,718,{'latencia': 91.74068004097768}
160,1295,{'latencia': 8.81851698207053}
160,472,{'latencia': 42.56913274596126}
160,1063,{'latencia': 34.11825540366069}
160,243,{'latencia': 97.60667477794759}
160,1389,{'latencia': 60.89795667220138}
160,997,{'latencia': 83.43126622446978}
160,315,{'latencia': 99.57733077100033}
160,207,{'latencia': 31.34048312527438}
160,923,{'latencia': 9.715862818374283}
160,362,{'latencia': 61.192545997801425}
160,800,{'latencia': 42.8479557302716}
160,266,{'latencia': 53.597443696013386}
160,756,{'latencia': 19.11990343983631}
160,703,{'latencia': 94.29840415843226}
160,673,{'latencia': 78.84162218207302}
160,864,{'latencia': 17.469255583491194}
160,832,{'latencia': 26.220032299405087}
160,954,{'latencia': 57.25480564114064}
160,1288,{'latencia': 84.13911084042974}
161,671,{'latencia': 23.17356329968316}
161,1346,{'latencia': 24.834010116296895}
161,1369,{'latencia': 88.31144492396633}
161,547,{'latencia': 86.89445259896162}
161,474,{'latencia': 93.1327964307259}
161,458,{'latencia': 24.93667536376497}
161,253,{'latencia': 94.4455202669389}
161,1131,{'latencia': 41.68735548698403}
